N,P,K,temperature,humidity,ph,rainfall,label,state
53.88,22.37,34.16,17.98,72.35,6.0,219.8,tea,West Bengal
32.91,30.44,38.46,16.07,79.93,4.88,152.45,tea,Kerala
59.42,23.45,44.44,22.35,89.98,5.57,150.81,tea,Tamil Nadu
42.21,26.33,31.63,24.71,82.85,4.83,284.94,tea,Kerala
48.73,34.36,42.95,24.35,86.45,5.29,269.68,tea,Tamil Nadu
59.51,25.17,44.8,17.99,71.52,5.58,279.62,tea,Kerala
58.0,25.86,43.04,18.17,84.4,4.78,293.88,tea,West Bengal
53.43,30.09,33.34,15.92,72.81,5.2,285.07,tea,Kerala
59.88,22.14,38.87,18.82,80.7,5.79,229.94,tea,West Bengal
42.93,26.04,39.26,15.96,86.09,5.4,288.9,tea,Kerala
45.06,27.55,33.52,22.63,81.08,4.79,217.94,tea,Assam
39.47,27.62,30.0,18.74,89.43,4.55,216.56,tea,Tamil Nadu
45.51,32.24,31.07,16.45,76.51,5.0,263.03,tea,Tamil Nadu
36.85,35.42,44.05,15.53,74.1,4.67,162.59,tea,Tamil Nadu
53.66,39.68,37.42,16.44,76.62,5.9,188.71,tea,Kerala
42.37,37.31,37.67,18.42,89.24,4.98,284.59,tea,Assam
54.54,22.63,46.99,18.08,88.27,4.79,246.67,tea,Kerala
40.26,23.95,31.53,17.02,70.29,5.68,213.26,tea,Kerala
40.3,30.23,42.84,18.98,81.26,5.87,281.45,tea,West Bengal
30.58,30.85,32.47,16.53,81.05,5.12,190.9,tea,Assam
56.82,33.55,30.66,18.5,80.9,4.64,189.59,tea,Tamil Nadu
41.97,25.41,49.91,18.78,82.66,4.52,292.13,tea,West Bengal
40.43,29.56,40.75,22.05,75.33,5.12,218.34,tea,Assam
50.79,37.28,47.67,22.79,82.97,4.81,248.21,tea,West Bengal
37.05,24.83,48.63,16.4,75.39,5.45,181.05,tea,West Bengal
52.02,36.78,35.12,24.35,83.04,5.6,258.91,tea,Kerala
52.83,27.36,46.32,22.65,88.21,5.78,207.0,tea,Kerala
56.33,36.42,40.42,15.05,72.07,5.97,260.62,tea,West Bengal
50.85,22.36,46.85,23.9,88.07,4.88,284.69,tea,West Bengal
49.02,21.34,46.83,24.72,79.72,5.29,260.74,tea,Assam
33.88,21.22,46.62,20.13,75.25,4.64,264.26,tea,Kerala
57.21,26.43,47.49,19.96,77.42,4.85,260.14,tea,West Bengal
35.77,29.98,46.19,18.35,85.03,5.25,290.29,tea,Tamil Nadu
41.28,38.35,44.18,15.77,87.91,5.45,152.15,tea,West Bengal
49.7,24.92,31.17,18.88,80.95,4.74,160.18,tea,Assam
52.75,25.46,45.54,22.91,78.21,5.72,239.03,tea,Tamil Nadu
36.45,21.6,37.61,16.94,86.86,4.9,294.43,tea,Assam
53.07,27.12,31.64,24.26,72.71,5.01,194.95,tea,Tamil Nadu
57.67,38.61,41.73,24.27,77.85,5.07,257.64,tea,Assam
56.16,21.76,40.82,17.51,84.35,4.92,265.14,tea,Assam
30.13,21.21,42.57,18.5,80.28,4.65,186.51,tea,Assam
30.41,26.9,32.88,17.74,72.99,5.09,299.73,tea,Assam
36.33,34.14,30.43,23.68,82.56,5.6,193.3,tea,West Bengal
39.73,36.27,34.03,15.18,77.09,5.53,150.22,tea,West Bengal
44.68,32.1,49.56,16.54,79.5,5.99,279.18,tea,Assam
39.88,33.62,38.72,20.47,85.16,4.62,194.56,tea,Tamil Nadu
39.92,26.96,43.68,15.93,82.43,5.29,294.54,tea,Tamil Nadu
35.83,22.21,43.02,15.14,87.56,5.56,227.88,tea,Tamil Nadu
30.71,28.12,31.72,23.62,76.14,5.28,215.56,tea,Tamil Nadu
34.84,29.75,43.59,19.68,76.68,4.58,224.67,tea,Tamil Nadu
32.29,31.62,45.91,23.49,82.42,5.58,274.97,tea,Tamil Nadu
55.94,38.38,45.18,17.13,80.68,5.78,242.17,tea,Assam
55.36,25.84,32.26,24.26,73.0,5.7,202.42,tea,Assam
50.94,24.94,36.46,23.06,85.65,5.53,284.71,tea,West Bengal
47.29,35.76,31.39,23.79,83.89,4.62,211.97,tea,Kerala
32.08,38.0,48.77,23.54,78.93,4.66,276.4,tea,Kerala
37.77,35.51,39.85,18.02,88.89,5.77,245.45,tea,Tamil Nadu
42.44,34.61,41.92,15.29,79.56,4.91,171.17,tea,Kerala
42.43,35.51,46.64,23.86,83.62,5.94,251.69,tea,Tamil Nadu
34.53,37.56,31.92,18.58,74.86,5.86,166.12,tea,Assam
47.11,28.69,40.74,23.35,79.78,4.54,227.49,tea,Kerala
45.04,39.33,34.94,20.04,80.77,4.58,155.46,tea,Assam
41.54,31.4,46.34,23.32,76.82,5.74,238.5,tea,Kerala
34.32,32.09,38.61,24.93,87.63,4.92,162.2,tea,Tamil Nadu
30.15,26.81,31.71,23.51,70.57,5.29,178.59,tea,Assam
31.41,35.19,32.98,20.65,83.02,5.77,247.4,tea,West Bengal
41.54,22.6,38.15,23.23,81.17,4.56,287.49,tea,West Bengal
33.43,22.3,36.37,20.64,71.79,5.21,161.15,tea,Kerala
30.27,33.2,42.69,20.43,77.43,4.64,243.58,tea,Kerala
48.07,20.84,40.06,15.59,74.32,5.36,286.78,tea,Tamil Nadu
51.91,25.4,36.1,24.15,89.85,5.59,206.25,tea,Tamil Nadu
34.4,31.69,38.46,17.85,89.13,4.53,285.64,tea,Tamil Nadu
31.13,36.15,37.57,22.68,74.81,5.23,229.77,tea,Kerala
54.96,26.49,42.13,22.07,83.43,4.87,184.94,tea,West Bengal
32.5,38.86,36.09,15.72,70.67,5.47,182.63,tea,Tamil Nadu
52.89,38.49,46.18,19.0,75.48,5.77,287.41,tea,Kerala
50.82,36.55,49.09,17.64,89.39,5.0,298.94,tea,Tamil Nadu
53.47,39.45,31.98,15.91,74.09,5.17,244.31,tea,Kerala
33.52,28.24,36.74,17.44,89.43,4.99,205.18,tea,Assam
56.26,23.07,30.4,18.62,88.68,5.33,186.11,tea,Assam
55.17,25.25,35.67,16.77,72.47,5.55,293.73,tea,Assam
56.51,35.16,44.12,22.29,73.9,5.35,173.01,tea,Assam
57.07,36.12,49.1,16.1,77.09,4.76,263.11,tea,West Bengal
34.84,22.64,43.3,20.06,72.96,5.41,170.01,tea,Tamil Nadu
33.53,23.4,45.21,21.45,87.81,5.27,168.1,tea,Assam
59.58,36.49,45.02,24.51,72.49,5.97,155.04,tea,Kerala
30.63,39.69,37.63,19.5,84.61,5.24,242.26,tea,West Bengal
59.76,37.01,44.65,15.54,87.57,4.65,293.95,tea,Assam
53.55,22.56,41.33,15.05,80.09,5.77,161.18,tea,Tamil Nadu
30.26,37.07,32.49,24.13,77.15,4.69,164.14,tea,West Bengal
47.16,24.38,44.78,21.09,86.29,4.77,220.17,tea,West Bengal
34.48,23.91,48.2,17.35,89.77,4.61,257.91,tea,Assam
46.35,37.9,36.74,19.78,80.44,5.65,244.66,tea,Tamil Nadu
48.82,38.46,43.04,17.7,77.78,5.54,200.17,tea,Kerala
42.89,31.15,40.61,21.19,87.78,5.6,178.58,tea,Assam
37.73,23.24,32.03,15.28,82.23,5.94,201.9,tea,Kerala
39.14,23.5,37.88,20.48,71.96,4.78,298.27,tea,Kerala
47.1,39.6,36.12,17.35,82.3,5.08,164.94,tea,Kerala
57.28,24.77,34.8,21.05,82.76,5.59,163.84,tea,Kerala
54.29,22.73,45.87,17.08,75.06,5.06,175.81,tea,Tamil Nadu
37.47,37.22,39.56,15.43,82.75,5.45,270.74,tea,Kerala
53.68,28.17,43.69,22.82,76.99,5.49,298.42,tea,Kerala
31.54,23.59,33.28,20.79,78.63,5.37,230.55,tea,Assam
43.42,34.52,46.01,18.96,83.91,5.4,278.81,tea,Tamil Nadu
34.44,23.46,46.29,24.14,77.32,5.33,298.33,tea,West Bengal
35.43,38.16,39.02,15.86,73.43,5.53,203.13,tea,Assam
44.24,29.62,34.95,20.32,85.34,5.09,183.18,tea,Assam
48.79,34.3,45.79,15.4,77.78,5.07,284.97,tea,West Bengal
43.25,29.14,38.72,18.66,73.79,4.77,270.8,tea,West Bengal
32.94,22.25,41.23,21.11,82.56,5.64,274.3,tea,Kerala
36.64,33.29,37.56,20.67,83.39,4.64,257.42,tea,Kerala
32.09,25.59,33.5,21.11,89.02,5.84,299.76,tea,Kerala
58.95,23.49,35.64,20.37,75.24,5.58,154.79,tea,West Bengal
32.58,31.3,32.82,24.41,87.16,5.17,167.96,tea,Kerala
53.96,27.07,31.01,23.51,75.67,5.59,153.67,tea,West Bengal
41.49,32.36,39.02,20.6,73.71,5.4,259.11,tea,Assam
42.55,28.82,33.34,21.43,73.49,5.4,284.5,tea,West Bengal
36.64,34.62,49.14,22.15,83.39,4.61,168.0,tea,West Bengal
42.96,36.82,49.92,18.51,79.31,5.58,238.46,tea,Kerala
40.45,39.88,30.48,18.95,82.78,5.09,237.31,tea,Assam
48.33,21.69,36.46,19.11,79.4,5.3,155.26,tea,Tamil Nadu
45.34,25.01,35.35,24.0,84.08,4.88,213.05,tea,West Bengal
35.17,20.16,45.69,15.92,73.98,5.83,179.74,tea,Assam
57.11,35.82,43.42,20.36,80.96,5.18,284.36,tea,Kerala
58.95,20.43,34.49,17.41,85.38,4.57,157.06,tea,West Bengal
45.93,28.18,40.17,18.99,86.28,4.61,243.36,tea,Assam
40.06,32.26,43.19,15.58,75.96,5.0,274.1,tea,Assam
54.2,30.93,40.16,21.17,86.96,5.55,289.53,tea,Tamil Nadu
37.99,23.97,32.97,19.43,86.92,4.98,240.36,tea,Tamil Nadu
59.85,31.83,37.22,18.68,72.55,5.83,157.91,tea,Tamil Nadu
45.91,20.48,45.55,19.98,74.03,5.07,177.03,tea,West Bengal
50.28,32.13,40.15,16.6,70.88,5.46,221.12,tea,Kerala
52.91,32.33,41.26,23.5,74.89,5.46,232.35,tea,Kerala
47.68,25.68,30.32,19.93,85.37,5.54,299.17,tea,West Bengal
40.6,22.35,42.08,24.36,83.07,4.57,166.56,tea,Tamil Nadu
37.93,26.61,37.22,24.19,76.71,5.64,283.02,tea,Tamil Nadu
34.52,32.16,42.82,22.53,89.32,5.18,178.77,tea,Assam
53.09,26.93,42.44,16.86,77.13,5.97,257.89,tea,Kerala
53.83,27.04,42.53,21.47,86.43,5.04,284.84,tea,Kerala
51.52,38.38,30.88,22.54,89.96,4.81,210.82,tea,Tamil Nadu
44.89,25.54,49.92,17.5,88.18,5.77,153.72,tea,Assam
42.61,24.47,38.72,18.28,84.86,5.74,291.52,tea,Tamil Nadu
31.7,34.01,39.07,15.06,85.1,4.71,244.51,tea,Assam
39.97,37.48,41.97,18.64,80.82,5.81,249.48,tea,Tamil Nadu
43.67,31.14,37.22,19.01,89.15,5.81,175.23,tea,Tamil Nadu
47.91,28.39,44.01,18.35,74.19,4.79,292.48,tea,Tamil Nadu
44.43,30.27,49.47,23.26,72.37,4.81,208.01,tea,West Bengal
51.97,28.72,44.07,24.93,83.82,5.59,190.11,tea,Assam
39.0,20.15,42.4,15.67,88.91,5.46,228.52,tea,West Bengal
36.75,34.86,42.56,20.87,78.0,5.32,192.94,tea,Assam
58.65,29.25,32.78,19.13,89.68,5.1,227.26,tea,Kerala
58.09,28.89,47.25,21.07,86.15,5.12,236.09,tea,Kerala
34.02,30.02,34.29,24.18,75.05,5.48,206.95,tea,Assam
34.44,28.7,48.21,18.25,81.06,4.7,248.35,tea,Kerala
36.85,38.32,48.78,22.11,75.82,5.9,238.71,tea,Assam
31.14,27.14,30.07,16.67,84.86,4.68,164.88,tea,West Bengal
55.38,22.34,34.71,23.34,83.35,5.47,294.93,tea,Assam
53.41,39.42,41.86,17.8,74.98,5.46,298.85,tea,West Bengal
35.5,27.71,38.83,15.95,71.41,5.84,153.73,tea,West Bengal
45.61,39.15,40.87,21.52,76.82,5.15,268.73,tea,Tamil Nadu
35.79,29.11,43.76,18.05,72.33,5.57,167.83,tea,Tamil Nadu
55.31,22.37,38.6,18.42,80.18,5.65,296.89,tea,Tamil Nadu
36.94,36.21,41.43,24.24,79.43,5.67,216.76,tea,Kerala
50.32,29.17,34.04,19.55,87.16,5.01,258.3,tea,Tamil Nadu
53.51,37.45,40.51,23.57,85.58,5.41,175.5,tea,West Bengal
35.38,31.28,45.72,24.52,89.81,5.05,280.78,tea,Kerala
59.62,39.44,49.31,17.48,72.85,5.33,222.01,tea,Assam
56.12,32.84,46.45,19.54,73.93,5.34,288.37,tea,Kerala
33.78,25.33,31.33,16.49,81.74,5.47,234.89,tea,Assam
36.97,25.07,43.03,17.23,85.47,4.5,188.91,tea,Tamil Nadu
48.41,39.72,37.46,23.28,76.1,4.52,214.86,tea,Tamil Nadu
33.56,23.0,49.81,16.94,75.23,5.46,197.15,tea,Assam
37.94,20.52,48.01,24.07,81.36,4.8,261.87,tea,Assam
48.21,33.16,30.13,17.89,79.39,4.51,278.59,tea,Kerala
46.76,38.67,31.15,20.17,72.14,4.85,278.32,tea,Tamil Nadu
59.84,35.56,35.07,17.82,81.64,4.77,158.35,tea,Tamil Nadu
39.74,32.02,41.74,23.95,89.75,5.52,178.99,tea,Assam
33.85,28.84,39.35,21.8,76.38,5.3,181.39,tea,Kerala
58.85,24.47,49.54,21.45,81.74,4.6,214.42,tea,West Bengal
46.47,24.36,46.3,17.95,86.28,5.51,195.66,tea,Assam
42.63,37.23,46.43,21.96,77.99,5.17,155.19,tea,Kerala
45.1,21.82,35.68,23.21,72.04,5.38,205.43,tea,Kerala
39.61,32.62,31.39,24.73,71.11,4.78,273.39,tea,Assam
42.08,24.09,39.34,20.16,76.45,5.91,273.6,tea,West Bengal
53.3,21.16,42.6,19.72,76.29,5.17,199.05,tea,Assam
34.62,38.88,40.71,21.85,72.12,4.51,181.66,tea,Assam
46.6,22.97,35.52,23.22,87.92,5.91,208.36,tea,Kerala
48.87,38.56,41.27,16.53,85.5,5.6,156.35,tea,Kerala
47.74,23.6,39.85,15.07,74.84,5.22,150.69,tea,Kerala
48.79,38.33,34.41,15.29,78.74,4.61,178.22,tea,Kerala
40.39,27.38,34.24,22.73,89.96,5.51,165.23,tea,West Bengal
43.04,38.89,33.41,24.0,83.55,5.39,281.92,tea,West Bengal
42.5,34.4,46.59,15.71,83.23,5.34,274.86,tea,West Bengal
39.21,36.54,40.61,19.79,82.0,5.47,209.05,tea,Kerala
30.92,30.38,43.19,18.15,75.66,5.02,166.86,tea,Assam
30.34,39.2,30.64,24.0,72.95,4.85,250.2,tea,Kerala
34.08,32.11,37.81,23.37,76.38,5.49,290.54,tea,Assam
51.18,29.47,42.31,16.2,72.82,5.22,295.53,tea,Kerala
43.47,29.99,32.71,21.31,81.23,4.9,213.4,tea,Assam
40.55,23.47,30.42,22.26,70.93,5.95,246.84,tea,Tamil Nadu
42.36,25.06,48.79,23.74,84.31,5.14,176.71,tea,West Bengal
37.0,30.96,44.56,20.05,74.45,4.95,151.76,tea,West Bengal
48.66,37.31,45.18,24.37,89.56,4.96,299.47,tea,Tamil Nadu
55.95,29.19,30.1,16.5,71.14,5.43,172.79,tea,Tamil Nadu
48.43,36.59,40.83,17.74,89.78,5.15,203.22,tea,Assam
49.87,34.86,31.5,15.92,78.56,5.04,179.28,tea,West Bengal
49.4,21.29,40.94,23.3,79.12,5.13,160.57,tea,Tamil Nadu
57.0,38.88,43.34,23.41,75.53,5.88,230.33,tea,Kerala
58.05,22.5,32.03,16.39,83.91,5.53,287.19,tea,Assam
48.98,27.26,30.78,16.37,70.85,4.97,220.63,tea,Kerala
44.96,22.49,44.66,23.25,80.32,5.69,205.51,tea,West Bengal
52.3,22.51,41.0,23.59,80.79,4.72,170.1,tea,West Bengal
59.26,34.18,46.67,19.03,78.02,5.15,170.48,tea,Tamil Nadu
53.63,26.35,39.23,20.52,71.21,5.03,154.15,tea,Kerala
37.31,23.32,48.37,17.68,82.94,5.69,223.44,tea,Kerala
52.6,23.66,37.84,18.76,78.49,5.74,263.72,tea,Assam
58.33,22.82,43.08,20.89,73.76,4.51,277.35,tea,Assam
39.87,38.31,41.45,15.34,82.35,4.61,164.32,tea,Assam
38.89,22.76,46.32,18.65,79.57,5.8,181.99,tea,West Bengal
41.25,25.34,46.88,22.99,70.79,4.88,242.35,tea,Assam
37.89,31.54,41.66,16.82,72.74,4.64,194.49,tea,West Bengal
58.34,26.88,45.8,18.14,82.12,4.86,228.74,tea,West Bengal
47.56,36.79,47.65,15.67,83.67,5.32,165.77,tea,Tamil Nadu
46.08,29.3,45.61,20.19,71.25,5.82,227.1,tea,Assam
31.48,30.41,46.45,17.62,81.06,5.4,247.47,tea,Tamil Nadu
40.93,35.31,35.05,16.86,81.51,5.87,222.48,tea,West Bengal
55.88,35.54,33.71,15.52,75.76,4.93,239.9,tea,Kerala
30.79,33.04,38.62,16.8,77.69,5.18,225.26,tea,Kerala
32.01,39.5,31.93,17.92,72.38,5.43,165.33,tea,Kerala
31.17,37.95,37.15,22.33,86.84,5.09,265.56,tea,West Bengal
52.74,29.12,43.99,24.84,86.84,5.44,231.7,tea,Kerala
57.78,27.8,30.41,18.02,81.16,5.52,180.68,tea,West Bengal
48.83,22.63,44.67,17.36,79.54,4.64,202.74,tea,Kerala
31.38,34.26,30.03,15.71,77.96,4.56,181.19,tea,Tamil Nadu
54.42,26.33,39.87,24.33,71.02,5.17,170.97,tea,Tamil Nadu
59.43,24.63,34.24,17.92,82.08,5.21,249.49,tea,Assam
36.81,22.96,49.98,18.3,89.58,4.72,256.36,tea,Tamil Nadu
50.52,20.05,39.91,23.6,77.08,5.52,199.91,tea,Assam
48.88,38.16,39.82,22.59,86.39,5.88,251.11,tea,Tamil Nadu
55.56,25.66,36.08,21.98,72.14,5.26,230.77,tea,Kerala
47.18,30.39,32.57,22.58,84.84,5.58,251.44,tea,Assam
53.0,22.17,33.42,16.45,77.9,5.51,299.05,tea,Kerala
59.27,28.26,43.15,17.15,77.88,5.56,158.6,tea,Kerala
46.41,27.41,39.26,15.29,89.94,4.84,220.16,tea,Assam
52.86,22.82,37.06,21.05,79.59,5.41,171.88,tea,Tamil Nadu
43.34,34.09,47.7,19.49,82.49,5.95,212.28,tea,Kerala
30.0,39.85,34.1,22.99,83.89,4.96,255.98,tea,West Bengal
49.49,33.09,42.54,23.96,84.49,5.53,178.71,tea,Assam
42.62,38.48,27.6,30.87,51.5,6.41,90.5,millets,Tamil Nadu
34.3,35.39,32.51,30.2,59.13,6.23,72.87,millets,Karnataka
53.08,31.85,25.38,25.97,51.84,6.05,69.89,millets,Tamil Nadu
59.21,33.38,24.73,31.64,57.3,7.08,59.38,millets,Karnataka
52.04,36.18,25.14,27.4,40.94,6.67,59.27,millets,Maharashtra
31.38,25.2,20.45,28.9,43.35,6.65,54.71,millets,Maharashtra
58.53,34.78,30.09,34.08,55.75,6.97,75.81,millets,Tamil Nadu
47.29,20.23,20.81,34.3,41.04,7.49,94.19,millets,Maharashtra
58.9,32.87,22.89,29.27,42.32,6.77,58.4,millets,Maharashtra
59.95,37.19,26.89,30.73,52.85,6.74,60.14,millets,Karnataka
48.58,36.26,39.95,32.68,52.49,6.2,55.58,millets,Rajasthan
56.6,39.55,25.84,26.15,53.88,6.48,80.75,millets,Rajasthan
59.33,39.73,38.59,29.88,59.21,6.74,99.12,millets,Rajasthan
36.23,37.88,28.17,32.04,59.49,7.01,71.42,millets,Rajasthan
55.17,30.15,27.79,28.58,54.6,6.14,98.04,millets,Rajasthan
52.18,38.27,24.16,30.07,50.82,7.43,40.11,millets,Maharashtra
37.75,26.25,23.34,33.37,59.33,6.69,67.27,millets,Maharashtra
56.79,27.06,29.5,29.86,40.55,6.47,54.05,millets,Maharashtra
30.0,38.64,34.74,33.16,53.01,6.96,74.2,millets,Rajasthan
42.8,31.53,30.52,28.7,46.76,6.63,87.4,millets,Karnataka
32.02,27.92,21.87,25.73,42.97,6.16,87.1,millets,Karnataka
54.99,34.03,36.45,34.51,45.16,6.52,82.77,millets,Maharashtra
44.57,22.28,25.01,34.44,50.43,7.1,81.42,millets,Maharashtra
41.78,21.66,31.55,31.88,40.96,7.06,40.18,millets,Maharashtra
56.7,35.22,26.21,32.85,53.48,7.26,62.11,millets,Maharashtra
32.69,35.26,29.42,29.87,42.12,6.13,74.49,millets,Karnataka
42.94,27.35,25.52,30.51,56.05,7.22,72.41,millets,Maharashtra
32.45,32.82,26.61,34.77,45.65,6.03,83.14,millets,Karnataka
48.73,24.54,24.6,30.81,41.72,7.47,59.05,millets,Maharashtra
47.14,37.1,27.87,30.87,59.65,6.37,88.15,millets,Karnataka
47.53,39.89,22.9,30.2,55.74,6.45,45.94,millets,Karnataka
52.47,32.4,26.58,29.56,45.03,7.21,48.09,millets,Karnataka
43.28,29.59,37.26,31.42,44.25,6.63,99.7,millets,Rajasthan
39.25,31.54,30.02,25.1,55.08,6.97,70.36,millets,Karnataka
56.7,28.23,29.34,28.51,58.09,6.63,85.32,millets,Rajasthan
40.28,33.09,38.06,26.2,48.74,6.2,91.69,millets,Tamil Nadu
39.33,34.27,24.46,29.8,47.52,6.95,93.07,millets,Tamil Nadu
32.73,25.51,32.94,31.65,46.61,6.08,81.53,millets,Karnataka
47.47,24.98,35.01,26.92,48.1,7.36,98.29,millets,Tamil Nadu
55.67,35.27,39.7,25.74,45.59,6.02,95.02,millets,Karnataka
57.09,23.76,39.54,33.76,57.14,7.07,88.74,millets,Maharashtra
52.24,22.96,20.37,26.28,45.6,6.23,96.26,millets,Tamil Nadu
31.08,27.56,36.79,26.75,47.57,7.49,97.88,millets,Tamil Nadu
49.29,25.3,31.86,28.78,46.37,6.61,46.52,millets,Maharashtra
58.74,29.96,24.26,25.6,56.7,6.51,75.14,millets,Tamil Nadu
53.92,32.21,28.35,25.34,46.57,7.05,53.31,millets,Karnataka
43.83,25.1,25.61,33.11,43.51,6.32,72.6,millets,Rajasthan
36.92,23.82,36.75,29.3,42.8,7.15,81.49,millets,Karnataka
33.19,25.79,23.71,34.96,50.57,7.29,58.56,millets,Tamil Nadu
55.45,38.31,35.7,32.17,56.99,6.94,50.79,millets,Tamil Nadu
42.74,28.77,21.36,25.42,44.74,6.87,67.77,millets,Maharashtra
46.34,37.57,39.19,28.27,55.39,6.04,95.08,millets,Tamil Nadu
32.79,25.84,23.27,29.5,55.59,6.54,68.22,millets,Karnataka
49.79,36.07,36.26,29.44,45.33,7.25,58.84,millets,Maharashtra
42.67,20.45,27.34,32.09,54.78,6.64,97.47,millets,Maharashtra
32.84,25.23,38.34,26.85,56.72,7.24,78.52,millets,Maharashtra
35.83,25.96,32.26,32.57,45.66,6.54,98.78,millets,Karnataka
59.68,25.77,32.88,34.59,58.26,6.25,95.58,millets,Maharashtra
48.3,36.09,38.35,27.92,41.7,7.35,90.25,millets,Tamil Nadu
54.48,33.84,31.55,30.13,51.77,6.7,83.6,millets,Karnataka
35.87,38.93,38.03,34.92,52.68,6.04,98.5,millets,Karnataka
50.44,21.28,20.41,29.09,52.89,6.71,97.45,millets,Karnataka
37.34,21.72,32.35,27.25,48.32,7.4,62.62,millets,Rajasthan
31.06,20.75,31.73,29.27,51.7,7.01,74.61,millets,Tamil Nadu
51.82,27.56,27.35,34.01,58.97,6.87,48.99,millets,Tamil Nadu
40.93,32.56,21.74,33.96,44.44,6.14,95.7,millets,Tamil Nadu
33.07,36.14,30.32,32.86,51.51,6.4,82.62,millets,Rajasthan
38.6,37.09,32.27,32.53,49.4,6.85,82.16,millets,Karnataka
35.18,39.29,31.8,26.57,57.73,7.27,79.24,millets,Rajasthan
49.33,34.34,28.33,34.8,44.11,7.25,80.21,millets,Maharashtra
40.77,38.45,27.14,29.82,46.78,6.98,52.74,millets,Tamil Nadu
32.93,24.59,33.0,29.51,58.85,7.21,75.76,millets,Maharashtra
32.55,21.86,35.72,29.87,44.22,6.65,86.81,millets,Rajasthan
39.15,36.01,22.71,29.76,50.51,6.78,76.5,millets,Tamil Nadu
46.95,36.07,39.71,33.31,57.87,6.59,75.98,millets,Tamil Nadu
53.94,20.59,37.47,32.47,47.07,7.03,54.02,millets,Karnataka
43.32,25.1,21.46,33.32,42.89,6.67,66.16,millets,Tamil Nadu
56.65,25.08,34.65,33.26,49.24,7.2,70.96,millets,Karnataka
54.55,32.19,39.68,33.7,57.39,6.64,47.69,millets,Maharashtra
45.29,24.58,21.41,32.63,44.42,6.14,58.43,millets,Karnataka
47.17,30.57,27.76,34.32,56.93,7.13,65.83,millets,Rajasthan
42.71,34.93,27.99,32.72,42.27,7.43,56.71,millets,Tamil Nadu
52.7,28.35,37.53,32.39,56.16,6.84,92.19,millets,Maharashtra
35.2,37.99,36.66,30.42,42.76,7.21,85.58,millets,Karnataka
59.19,21.51,37.62,25.75,55.06,6.16,68.47,millets,Maharashtra
58.54,31.47,30.5,26.72,40.27,7.13,93.54,millets,Tamil Nadu
58.53,39.34,32.31,25.12,55.67,6.88,44.67,millets,Maharashtra
44.61,28.6,26.53,30.25,48.46,6.25,48.6,millets,Tamil Nadu
52.61,21.82,31.09,32.76,51.95,6.91,82.63,millets,Maharashtra
40.45,24.86,32.67,27.93,49.95,6.51,74.82,millets,Maharashtra
39.89,33.6,34.78,30.62,49.18,6.18,94.46,millets,Karnataka
56.44,22.43,34.6,30.63,56.37,6.63,92.84,millets,Rajasthan
49.84,24.41,29.94,25.8,49.66,6.34,97.96,millets,Tamil Nadu
51.68,33.33,37.8,32.39,48.79,6.52,64.63,millets,Karnataka
54.57,31.39,30.11,32.38,47.9,6.76,81.83,millets,Tamil Nadu
52.25,34.34,24.68,33.09,49.87,6.76,59.78,millets,Rajasthan
35.03,30.14,29.67,29.48,47.36,7.11,79.45,millets,Rajasthan
35.87,30.66,22.84,31.06,44.39,7.12,73.1,millets,Maharashtra
50.58,31.25,26.73,25.04,53.74,7.45,88.81,millets,Rajasthan
57.44,35.1,29.18,33.19,59.2,6.19,48.78,millets,Rajasthan
43.01,23.76,31.95,33.05,58.08,7.05,79.39,millets,Maharashtra
50.67,34.41,26.86,30.43,59.58,6.83,85.46,millets,Karnataka
57.24,29.04,20.23,31.61,53.43,7.11,68.45,millets,Karnataka
54.21,29.44,29.88,30.03,45.06,6.46,99.39,millets,Karnataka
58.32,25.13,28.12,25.37,45.48,6.46,67.44,millets,Tamil Nadu
38.61,34.56,22.17,25.62,52.1,6.86,89.84,millets,Karnataka
51.22,20.23,38.08,33.32,57.65,7.24,61.17,millets,Karnataka
48.46,25.49,36.96,25.58,40.88,6.97,45.17,millets,Rajasthan
44.23,34.47,24.84,27.49,57.65,7.35,79.89,millets,Karnataka
57.06,28.78,24.24,29.01,58.09,6.12,95.97,millets,Maharashtra
58.85,30.84,28.91,31.26,49.36,7.05,77.57,millets,Tamil Nadu
31.66,25.32,39.21,31.67,53.66,7.4,86.22,millets,Maharashtra
58.6,32.93,33.21,32.9,59.19,6.45,77.73,millets,Maharashtra
36.01,21.98,32.59,25.63,43.43,6.08,55.51,millets,Rajasthan
34.67,28.3,22.34,25.9,47.49,7.12,52.63,millets,Rajasthan
31.9,33.0,27.4,30.19,58.71,6.48,87.84,millets,Karnataka
57.93,25.87,36.2,33.04,47.16,6.43,78.23,millets,Karnataka
33.89,35.77,37.88,27.77,52.23,6.54,56.01,millets,Tamil Nadu
58.64,36.68,33.09,30.2,57.71,6.09,99.64,millets,Tamil Nadu
51.34,38.03,36.78,28.03,47.95,6.03,67.71,millets,Tamil Nadu
56.76,21.61,21.64,31.24,42.25,7.42,41.76,millets,Rajasthan
55.21,29.92,33.99,29.47,50.14,7.4,98.71,millets,Karnataka
31.09,30.64,32.54,31.61,49.9,6.57,86.49,millets,Maharashtra
37.46,29.91,38.28,29.4,41.69,7.25,89.28,millets,Rajasthan
33.86,27.16,39.56,27.94,47.0,6.59,88.18,millets,Tamil Nadu
45.36,35.94,34.99,27.24,57.16,6.78,54.13,millets,Tamil Nadu
