state,crop,N,P,K,ph,rainfall_2025_mm,temp_2025_C,pesticide_2025_kg_ha,yield_2025_t_ha
Uttar Pradesh,tea,55.47,22.01,58.97,5.7,4141.73,16.83,0.499,4.591
Uttar Pradesh,millet,24.46,29.61,20.01,7.24,545.55,29.22,0.171,2.965
Maharashtra,millet,29.12,11.46,36.34,7.7,285.37,28.93,0.295,1.971
Kerala,banana,240.77,96,258.9,6.34,1218.99,25.18,0.669,28.659
Mizoram,rice,76.9,53.47,47.69,5.39,1481.21,24.13,0.721,5.009
Manipur,banana,191.89,88.29,333.39,6.07,1860.43,24.64,0.605,37.605
Jharkhand,tea,50.77,29.35,41,4.67,1827.49,21.01,1.032,2.925
Jharkhand,banana,196.1,82.61,249.94,6.29,1414.81,27.42,0.736,47.062
Bihar,mango,70.54,59.75,83.04,5.58,1507.85,30.94,0.794,19.925
Bihar,banana,237.12,93.41,255.77,5.94,2375.56,25.24,1.825,33.84
Mizoram,soybean,22.38,33.31,43.69,7.08,693.71,25.94,0.367,2.604
Nagaland,mango,110.83,20.12,104.51,6.79,884,33.5,1.055,15.293
Tripura,rice,91.59,31.42,35.06,5.75,989.24,22.73,0.919,4.399
Maharashtra,pulses,10.11,48.71,33.56,6.09,665.1,19.36,0.153,1.546
Haryana,pulses,16.59,47.89,12.05,7.86,870.46,23.67,0.223,1.07
Uttarakhand,sugarcane,133.75,89.32,132.99,7.27,1372.88,22.17,2.896,96.547
Andhra Pradesh,wheat,97.66,34.24,36.78,6.9,540.28,11.8,0.647,3.7
Uttarakhand,millet,49.53,12.67,33.88,7.22,542.06,30.26,0.069,1.381
Karnataka,cotton,70.63,47.02,55.9,6.53,515.54,28.21,1.995,1.332
West Bengal,pulses,33.19,35.01,36.26,6.55,539.1,25.41,0.106,1.807
Andhra Pradesh,millet,23.76,16.1,24.83,6.59,475.89,32.78,0.239,0.951
Bihar,tomato,154.09,62.07,89.22,6.26,1309.11,23.85,0.804,39.164
Madhya Pradesh,maize,75.53,22.83,46.82,5.76,506.83,21.61,0.279,2.694
Chhattisgarh,pulses,13.44,29.52,34.01,6.11,669.76,23.27,0.025,1.776
Meghalaya,cotton,90.47,38.63,63.45,7.4,998.24,32.19,1.92,2.422
Assam,tea,43.57,20.28,43.64,4.53,2192.6,24.23,0.279,1.765
Karnataka,tomato,136.61,51.23,154.97,6.28,1271.79,27.9,0.993,94.968
Rajasthan,groundnut,38.05,24.4,54.22,5.82,503.39,29.35,0.342,0.805
Telangana,banana,152.63,80.29,237.25,6.52,2790.85,29.33,1.404,57.685
Kerala,soybean,43.48,57.42,44.03,7.03,734.1,24.03,0.362,1.241
Telangana,tomato,137.45,60.22,153.63,6.78,1119.72,28.25,1.302,74.595
Andhra Pradesh,maize,65.08,38.48,20.51,5.67,512.85,19.93,0.608,4.482
Assam,pulses,38.99,46.14,36.54,7.15,563.83,29.05,0.024,1.572
Uttarakhand,potato,106.83,66.56,199.12,5.49,1597.01,15.42,1.149,24.413
Goa,groundnut,41.16,20.87,63.71,7,828.68,21.6,0.291,2.897
Andhra Pradesh,banana,183.52,65.56,204.1,5.83,1414.1,31.41,2.287,30.688
Karnataka,potato,109.14,45.62,150.74,5.48,972.47,21.59,1.525,20.1
Telangana,maize,78.66,39.67,40.76,7.23,645.11,21.09,0.225,2.592
Madhya Pradesh,pulses,31.01,44.71,12.12,7.77,636.45,19.08,0.083,0.587
Kerala,soybean,47.81,32.11,37.84,6.37,788.17,24.21,0.272,1.555
Tripura,soybean,31.15,56.19,37.98,6.75,1039.73,25.79,0.656,2.758
Haryana,groundnut,40.03,28.6,42.65,6.13,865.83,27.04,0.698,1.25
Punjab,coffee,30.56,42.15,49.71,5.65,2224.61,22.97,1.034,1.779
Maharashtra,tea,34.33,33.61,44.65,5.03,3433.8,22.53,0.287,3.002
Maharashtra,mango,61.03,49.08,111.84,5.6,1496.37,28.42,0.734,21.426
Nagaland,potato,110.83,44.76,148.6,6.43,606.04,25.11,1.295,27.277
Goa,groundnut,40.53,22.83,73,7.24,413.89,33.64,0.493,0.912
Himachal Pradesh,pulses,26.04,47.88,35.36,6.49,349.54,23.97,0.126,0.495
Uttarakhand,cotton,68.07,55.42,82.41,7.29,494,29.37,0.793,1.137
Karnataka,millet,49.35,17.82,12.69,7.34,219.69,31.19,0.195,0.716
Rajasthan,maize,73.68,22.33,35.68,6.36,461.2,21.53,0.187,3.091
Uttar Pradesh,soybean,26.8,44.47,22.83,7.31,768.77,21.21,0.195,3.428
Himachal Pradesh,millet,35.58,27.69,22.58,7.39,366.75,27.98,0.289,1.518
Rajasthan,maize,61.31,49.86,30.65,6.41,556.46,30.93,0.615,3.787
Telangana,mango,68.67,26.51,101.18,6.45,722.28,30.63,0.429,16.259
Chhattisgarh,pulses,15.75,35.46,10.07,6.64,673.46,30.25,0.129,1.183
Maharashtra,soybean,50.98,30.62,22.01,7.47,465.84,29.09,0.28,1.751
Arunachal Pradesh,banana,213.57,64.53,282.78,6.31,1941.35,28.4,1.816,40.614
Mizoram,millet,46.41,13,19.01,6.61,622.7,27.01,0.313,2.855
Mizoram,mango,73.18,54.69,82.21,6.05,1218.38,21.1,0.207,14.375
Rajasthan,pulses,18.43,31.78,27.05,6.19,817.35,23.6,0.043,0.853
Odisha,banana,199.81,61.35,321.85,6.42,1727.88,29.83,1.554,47.179
Punjab,mango,97.42,48.78,135.25,7.07,1207.92,27.02,0.656,15.044
Chhattisgarh,soybean,48.93,51.36,46.88,6.18,823.28,26.5,0.595,2.136
Madhya Pradesh,cotton,75.56,33.19,71.68,6.63,1015.52,32.08,1.336,2.101
Rajasthan,maize,77.38,37.64,29.8,6.71,576.28,31.12,0.723,5.939
Gujarat,tomato,122.87,41.13,89.08,5.8,580.7,27.67,2.226,53.923
Rajasthan,pulses,23.55,49.57,16.85,6.52,379.96,28.27,0.047,0.765
Andhra Pradesh,cotton,70.22,34.21,49.31,7.63,514.58,25.25,0.677,1.162
West Bengal,tomato,102.9,78.05,119.17,5.63,788.38,22.24,1.341,28.644
Arunachal Pradesh,sugarcane,133.15,88.55,94.14,7.04,1122.06,21.4,0.898,105.393
Arunachal Pradesh,soybean,22.58,39.84,35.25,6.3,708.3,21.23,0.19,2.68
Odisha,tea,50.13,35.69,47.08,5.66,3247.26,16.2,0.451,2.584
Odisha,cotton,94.51,39.02,47.07,6.65,470.23,34.96,1.688,1.004
Rajasthan,coffee,69.07,34.5,32.26,6.13,1397.83,21.67,0.738,1.927
Uttar Pradesh,coffee,47.19,49.5,64.66,6.26,1488.63,26.16,0.276,2.055
Gujarat,sugarcane,123.52,84.86,126.35,6.23,846.93,29.55,0.971,77.786
Karnataka,potato,102.85,89.25,173.91,5.43,1458.84,20.04,0.943,20.565
Manipur,coffee,33.44,37.23,33.1,5.58,2893.23,21.21,1.115,1.309
Uttarakhand,tea,44.98,26.36,54.78,4.51,3895.05,16.7,0.22,4.237
Telangana,tomato,100.21,76.31,113.01,6.51,1067.76,24.23,0.715,79.845
Nagaland,wheat,69.13,35.93,39.46,7.7,325.87,22.57,0.472,3.893
Gujarat,millet,47.33,25.24,26.24,6.48,547.58,33.35,0.14,1.98
Tamil Nadu,soybean,39.5,50.32,29.85,7.32,493.38,30.63,0.485,2.075
Mizoram,maize,66.91,29.78,20.21,6.34,481.67,20.07,0.54,3.536
Rajasthan,rice,96.24,36.46,32.16,6.77,1533.36,33.56,1.281,3.583
Jharkhand,coffee,61.77,30.52,62.28,6.26,1984.32,25.47,0.996,1.766
Arunachal Pradesh,cotton,87.51,46.52,52.15,6.85,561.59,28.13,1.221,0.928
West Bengal,groundnut,45.43,20.08,42.75,6.29,558.75,26.9,0.517,2.539
Jharkhand,millet,25.54,16.68,33.23,6.89,604.26,27.58,0.308,1.286
Bihar,soybean,43.39,48.96,44.83,6.71,523.65,27.88,0.333,2.323
Uttarakhand,pulses,30.61,41.62,18.3,7.74,724.91,30.33,0.142,1.01
Nagaland,pulses,13.47,31.05,25.25,7.33,420.23,23.64,0.118,0.845
Madhya Pradesh,tomato,126.77,58.41,154.71,6.44,613.22,22.84,2.922,41.079
Karnataka,groundnut,37.24,26.62,48.87,6.71,450.36,27.72,0.485,2.088
Telangana,pulses,26.78,24.6,18.5,7.77,546.12,24.72,0.087,0.656
Arunachal Pradesh,banana,215.36,84.18,271.93,5.87,981.01,25.7,2.459,23.559
Arunachal Pradesh,rice,82.26,51.7,51.42,6.79,1528.72,28.88,0.657,5.133
Himachal Pradesh,tomato,95.55,70.31,86.01,6.28,841.87,28.09,1.751,48.971
Manipur,mango,102.13,26.43,99.71,6.03,1517.19,20.53,1.029,15.044
Assam,mango,75.67,37.86,101.63,5.65,1393.22,31.83,0.47,18.651
Tamil Nadu,millet,24.32,11.26,11.29,6.24,567.79,30.63,0.11,2.972
Punjab,mango,71,27.65,115.19,6.25,1709.38,24.94,0.669,17.805
Telangana,coffee,63.97,31.2,46.99,5.84,3207.72,24.78,0.779,2.057
Gujarat,maize,53.69,37.8,28.57,6.11,643.58,25.69,0.203,5.87
Manipur,tomato,136.27,46.45,145.07,5.78,1326.15,21.46,1.654,48.845
Assam,soybean,47.09,34.02,37.12,6.91,606.28,22.72,0.172,1.576
Jharkhand,coffee,32.77,46.01,48.16,6.15,1420.42,22.11,0.384,1.099
Kerala,wheat,67.58,49.97,43.76,7.35,338.56,10.65,0.404,1.733
Maharashtra,banana,169.04,87.23,318.53,6.14,1185.92,26.49,2.034,32.404
Sikkim,pulses,26.41,45.35,24.57,7.75,321.36,27.9,0.164,0.536
Mizoram,potato,144.9,67.55,172.83,5.6,550.93,17.14,1.27,13.105
Goa,mango,50.51,20.03,67.92,6.64,785.93,31.68,0.661,19.988
Manipur,millet,39.65,11.31,24.93,6.55,317.77,29.91,0.252,2.041
Assam,millet,48.03,10.39,31.19,6.88,322.79,32.83,0.32,2.177
Tamil Nadu,cotton,72.68,55.41,51.62,6.22,649.67,30.73,0.939,1.649
Himachal Pradesh,potato,131.03,58.93,183.65,6.21,983.83,16.06,1.183,30.156
Nagaland,tomato,81.4,61.26,90.87,6.35,812.26,18.7,2.408,46.596
Bihar,tomato,147.67,61.58,91.39,5.87,1072.32,30.31,1.337,29.263
Jharkhand,wheat,78.25,55.02,45.3,7.52,539.96,17.59,0.566,4.416
Chhattisgarh,rice,87.22,32.08,49.68,5.31,1531.29,32.71,0.591,4.522
Manipur,potato,176.88,49.7,193.14,5.02,785.27,20.47,0.446,21.723
Telangana,tea,30.16,39.38,48.92,5.97,3707.3,23.29,0.601,3.36
Mizoram,potato,152.83,80.45,166.39,6.38,849.75,16.43,0.848,18.198
Maharashtra,maize,51.74,40.21,44.47,6.83,501.6,27.51,0.401,4.457
Madhya Pradesh,soybean,43.23,36.66,35.04,6.14,888.42,26.28,0.533,2.71
Meghalaya,tea,30.19,33.76,50.39,5.65,3863.14,24.14,0.603,3.478
Mizoram,tomato,127.63,79.3,142.71,6.02,609.05,21.57,2.563,38.333
Kerala,banana,196.94,96.56,239.32,5.96,2296.55,28.62,1.433,64.045
Tamil Nadu,millet,36.27,23.38,36.57,7.37,592.49,28.47,0.305,2.77
Odisha,coffee,62.12,40.74,60.4,6.47,2635.64,23.14,0.888,2.231
Bihar,wheat,62.39,46.74,35.38,6.99,282.63,22.77,0.646,1.957
Arunachal Pradesh,rice,103.02,58.19,39.53,6.45,1448.68,25.5,0.714,4.739
Uttarakhand,rice,106.75,33.95,49.2,5.18,1428.09,30.85,1.11,5.868
Nagaland,soybean,29.46,57.27,41.45,6.31,780.43,26.72,0.38,1.133
Goa,millet,21.03,21.81,21.34,7.72,209.87,29.31,0.076,1.491
Odisha,millet,46.86,20.48,12.6,6.35,475.42,29.71,0.055,1.998
Maharashtra,banana,163.41,82.62,275.42,6.69,1589.84,30.99,1.258,49.607
Manipur,tomato,81.28,70.4,109.51,5.51,956.52,19.89,1.71,30.973
Nagaland,potato,179.92,43.66,214.71,5.22,993.39,25.29,1.024,27.029
Haryana,cotton,60.74,30.71,88.01,6.08,554.15,27.18,1.759,1.517
Madhya Pradesh,sugarcane,178.18,78.45,83.97,6.16,1629.14,25.45,2.728,101.793
Manipur,millet,23.56,13.32,19.16,6.78,660.9,25.33,0.164,1.974
Uttarakhand,coffee,30.25,48.06,55.27,6.17,2230.14,19.57,0.634,2.555
Himachal Pradesh,banana,237.47,48.25,370.65,6.55,2449.18,25.64,1.254,23.695
Madhya Pradesh,cotton,99.13,48.43,66.09,7.28,679.76,33.95,0.933,1.914
Tripura,tomato,104.3,55.47,92.8,6.3,1254.3,24.65,2.676,64.405
Telangana,mango,89.67,22.98,143.49,6.13,1237.9,26.59,1.069,23.11
Nagaland,groundnut,38.03,34.55,76.49,7.36,628.58,34.24,0.484,2.058
Madhya Pradesh,cotton,85.8,43.88,85.21,6.73,567.75,31.71,0.89,0.872
West Bengal,wheat,79.88,53.64,33.25,6.92,480.89,21.03,0.629,2.395
Jharkhand,groundnut,46.38,27.71,69.93,7.25,435.97,30.41,0.456,1.803
Jharkhand,wheat,66.13,45.67,37.17,6.92,481.04,13.05,0.618,3.449
Himachal Pradesh,potato,137.95,66.74,173.09,5.51,1212.62,15.5,1.385,21.692
Uttar Pradesh,coffee,43.26,32.08,62.92,5.74,1835.68,23.46,1.031,1.492
Odisha,maize,81.47,40.03,47.51,7.02,879.27,20.06,0.338,5.682
Haryana,potato,122.09,95.19,170.05,5.18,994.16,14.49,0.989,41.939
Karnataka,potato,132.71,63.13,162.24,5.35,1018.91,11.97,0.845,23.006
Kerala,coffee,41.51,26.14,60.74,6.15,2052.1,24.66,0.464,2.198
West Bengal,millet,38.82,24.96,19.31,6.87,225.86,27.08,0.356,1.033
Tripura,tea,37.95,23.72,56.93,4.71,2964.04,15.78,0.907,3.555
Arunachal Pradesh,groundnut,38.1,27.87,72.19,7.37,1086.3,26.47,0.288,3.06
Odisha,mango,87.91,21.34,57.62,7.4,1378.32,29.94,0.986,24.837
Gujarat,groundnut,41.73,36.74,65.91,6.91,618.03,35.23,0.396,2.183
Odisha,wheat,80.14,38.61,45.18,6.6,360.64,14.73,0.602,2.468
Uttarakhand,coffee,36.02,44.11,67.38,5.77,1750.42,26.47,0.701,2.147
Tripura,soybean,20.26,53.34,45.91,6.17,491.88,24.86,0.273,1.057
West Bengal,pulses,25.21,33.73,32.69,6.52,483.88,29.66,0.173,1.575
Andhra Pradesh,mango,97.03,48.53,107.19,5.53,1032.72,32.2,0.663,22.259
Madhya Pradesh,banana,175.02,42.99,331.14,5.73,1938.81,20.33,1.823,47.901
Rajasthan,wheat,67.75,46.36,28.1,6.47,579.17,23.92,0.505,2.221
Maharashtra,sugarcane,168.17,81,132.26,6.46,1417.01,20.72,1.853,112.263
Uttarakhand,sugarcane,153.47,76.92,97.2,6.4,1105.2,21.02,1.434,63.502
Goa,sugarcane,126.08,53,91.1,7.07,1619.8,28.82,2.977,61.475
Uttarakhand,banana,243.17,79.37,396.9,5.97,2475.03,21.86,0.641,52.084
Bihar,groundnut,34.01,37.74,65.1,6.72,587.83,20.95,0.673,1.705
Manipur,soybean,21.21,44.23,36.18,6.81,534.16,24.78,0.255,1.961
Assam,rice,102.72,59.61,42.95,6.47,1026.39,30.47,1.655,5.839
Manipur,soybean,30.74,48.06,44.37,7.43,723.63,23.06,0.201,2.469
Sikkim,cotton,63.55,31.28,79.51,7.83,638.11,27.01,1.502,1.946
Gujarat,tea,34.84,27.24,55.4,5.54,4095.05,17.41,0.974,3.531
Meghalaya,soybean,23.59,49.31,22.15,6.76,414.94,24.51,0.519,1.658
Punjab,soybean,46.6,55.6,26.55,7.31,656.03,23.88,0.246,2.728
Assam,maize,68.53,42.04,29.91,6.03,715.02,31.56,0.706,4.935
Rajasthan,rice,108.53,32.36,52.81,6.38,1331.36,22.91,0.688,6.939
Mizoram,tea,46.12,32.78,50.49,5.43,2609.24,24.83,1.089,2.783
Tamil Nadu,tomato,116.18,55.72,142.94,5.76,1404.38,25.23,1.108,67.159
Andhra Pradesh,millet,47.82,17.7,25.8,6.23,431.87,27.64,0.222,1.774
Kerala,pulses,35.74,26.61,12.57,7.89,425.85,22.15,0.192,1.249
Himachal Pradesh,millet,40.77,28.24,22.47,7.28,494.64,32.04,0.118,1.416
Chhattisgarh,cotton,94.46,56.76,48.14,7.31,905.62,28.11,0.583,1.233
Manipur,soybean,31.38,38.58,45.7,7.01,457.21,23.42,0.318,0.867
Haryana,banana,213.38,72.64,378.75,6.83,1923.29,28.54,0.564,57.076
Kerala,millet,37.47,24.47,32.54,7.79,402.29,26.39,0.279,1.983
Kerala,wheat,85.16,44.16,27.85,7.28,616.75,18.98,0.931,3.31
Karnataka,maize,61.57,37.09,27.31,7.09,406.87,25.23,0.747,3.656
Tripura,wheat,85.87,42.74,37.82,6.68,499.61,13.09,0.275,3.768
West Bengal,rice,98.45,34.53,43.76,6.53,1385.92,32.93,1.617,3.868
Madhya Pradesh,millet,21.57,13.86,28.03,7.56,420.63,34.61,0.252,2.151
Madhya Pradesh,soybean,47.56,50.36,20.63,6.95,711.67,22.01,0.272,2.559
Manipur,millet,46.22,27.87,32.38,7.2,195.49,27.45,0.23,1.077
Bihar,maize,58.56,24.61,30.21,6.1,927.49,18.6,0.682,5.766
Arunachal Pradesh,sugarcane,134.56,80.44,107.95,6.27,1095.92,22.28,1.297,78.096
Kerala,cotton,70.66,51.85,43.66,6.17,624.91,32.85,0.698,1.259
Punjab,maize,71.57,46.22,42.69,6.55,858.18,18.62,0.201,3.438
Sikkim,groundnut,47.63,37.98,71.97,5.87,908.13,21.3,0.44,2.62
Tripura,tomato,111.26,53.03,143.31,5.85,1152,22.74,1.774,74.718
Maharashtra,banana,168.9,58.95,339.47,5.51,1915.79,22.18,1.801,25.09
Meghalaya,groundnut,36.15,20.63,78.56,5.8,440.02,26.16,0.294,2.381
Maharashtra,sugarcane,164.54,84.51,82.95,6.37,1031.32,21.45,1.248,95.98
Mizoram,tea,41.08,28.55,41.95,4.96,3077.16,17.89,0.341,3.79
Meghalaya,sugarcane,177.2,83.8,99.12,6.07,1664.55,23.13,2.843,65.83
Tamil Nadu,soybean,49.8,43.18,23.15,7.24,795.62,29.74,0.11,1.801
Assam,tomato,144.32,59,136.86,6.18,1044.18,21.29,3.493,45.154
Uttar Pradesh,rice,89.51,35.59,45.8,6.84,1736.03,22.69,0.792,6.816
Jharkhand,tea,50.86,28.79,48.98,4.76,2520.38,18.33,0.777,2.17
Manipur,millet,47.32,13.12,16.46,6.5,530.87,29.66,0.16,1.721
Gujarat,banana,191.44,85.05,258.66,6.6,2030.78,24.93,1.247,57.241
Chhattisgarh,tea,31.14,38.6,43.84,4.55,2194.63,16.16,0.474,2.435
Himachal Pradesh,rice,95.31,39.73,51.58,5.89,1346.92,25.63,1.239,4.068
Arunachal Pradesh,banana,246.18,48.37,220.23,6.81,2003.41,22.28,2.261,41.266
Chhattisgarh,rice,71.02,54.07,32.48,6.12,1513.89,22.46,0.71,4.611
Tamil Nadu,cotton,80.52,40.44,52.67,7.04,753.79,30.54,1.808,1.214
Meghalaya,rice,72.9,33.43,32.8,6.98,1745.5,22.43,1.154,4.963
Andhra Pradesh,coffee,36.33,34.52,43.9,5.71,2183.4,20.73,0.717,0.996
Goa,tomato,87.81,48.77,90.41,5.75,1213.19,19.95,0.851,54.163
Arunachal Pradesh,potato,189.32,59.43,236.93,5.86,822.86,15.21,1.376,22.385
Mizoram,mango,54.1,21.95,50.27,7.05,1295.63,24.72,0.408,22.776
Uttarakhand,tea,35.47,39.58,31.85,5.88,1355.23,20.54,0.427,2.551
Andhra Pradesh,soybean,49.94,34.98,45.76,6.02,560.81,21.09,0.442,1.647
Sikkim,mango,63.97,39.24,89.51,6.28,1237.35,34.27,0.242,18.975
Tamil Nadu,banana,241.54,99.85,269.77,6.81,922.97,22.94,0.934,27.649
Meghalaya,potato,123.4,84.41,213.89,5.78,1204.98,13.63,0.768,25.11
Tripura,wheat,76.71,47.91,25.09,7.42,669.3,21.19,0.59,2.977
West Bengal,sugarcane,141.9,57.99,84.68,7.38,1550.31,22.78,1.242,99.453
Uttar Pradesh,tomato,126.59,52.79,149.47,5.67,1209.25,23.1,2.907,22.339
Punjab,tea,56.86,26.84,42.07,4.97,2888.1,19.85,0.917,2.276
Uttarakhand,maize,81.19,36.44,26.94,6.75,760.92,28.2,0.611,6.096
Sikkim,potato,132.81,47.86,186.99,5.36,627.49,23,0.809,16.57
Karnataka,sugarcane,126.21,60.6,126.86,6.82,786.93,25.08,1.778,54.022
Uttar Pradesh,rice,76.88,45.85,31.82,6.08,982.27,30.25,1.134,4.567
Haryana,sugarcane,127.2,73.75,131.36,6.43,1498.74,24.82,1.012,76.479
Assam,cotton,75.83,39.35,40.96,7.74,332.69,26.51,0.698,0.737
Uttar Pradesh,wheat,99.86,36.33,28.02,6.08,541.96,22.81,0.374,3.143
Bihar,banana,204.38,62.63,358.31,5.85,1303.63,27.86,0.928,28.684
Goa,mango,73.85,50.42,83.53,6.17,1134.51,33.48,0.72,19.278
Tamil Nadu,pulses,18.41,27.57,23.21,6.62,645.91,19.41,0.111,1.224
Haryana,soybean,35.38,47.55,45.38,7.02,617.98,24.56,0.651,1.33
Meghalaya,mango,70.36,51.33,118.92,7.45,1125.62,34.58,0.89,20.528
Rajasthan,maize,65.27,29.32,38.69,5.76,743.88,30.38,0.144,4.258
Odisha,potato,158.34,42.39,150.85,5.01,784.93,12.12,1.662,15.535
Mizoram,mango,98.55,20.3,105.4,6.69,943.87,21.49,0.826,15.401
Andhra Pradesh,coffee,62.63,23.75,67.19,5.54,3373.93,24.36,0.227,1.527
Maharashtra,sugarcane,126.95,80.87,114.17,6.03,1354.4,29.3,1.53,92.911
Andhra Pradesh,banana,178.97,84.3,203.24,6.67,1379.18,30.65,0.908,35.107
Uttar Pradesh,rice,93.7,40.45,52.35,5.67,1547.17,28.61,0.505,5.283
Meghalaya,potato,116.3,74.49,221.64,5.27,846.2,11.19,1.244,33.443
Uttarakhand,coffee,59.37,29.62,53.13,5.8,2660.42,20.38,1.041,2.662
Telangana,soybean,41.14,43.85,31.48,7.2,467.22,21.75,0.184,2.271
Gujarat,maize,68.04,43.06,38.8,7.07,355.88,23.49,0.151,4.171
West Bengal,banana,202.49,87.99,219.38,6.37,2195.65,27.76,1.173,52.674
Nagaland,coffee,36.47,28.96,43.74,5.91,2412.24,19.13,0.515,1.043
Jharkhand,potato,192.59,88.4,221.07,6.43,1075.28,13.52,0.468,22.881
Meghalaya,potato,125.74,55.79,174.32,5.69,959.6,19.7,1.407,21.584
Telangana,wheat,63.28,39.86,23.58,6.92,524,16.14,0.252,3.196
Punjab,tomato,82,65.58,130.87,6.29,925.88,27.59,2.185,19.162
Tamil Nadu,wheat,79.07,35.19,32.35,6.54,530.76,20.4,0.72,3.665
Telangana,wheat,83.21,39.98,32.43,7.54,464.88,12.59,0.564,3.254
Maharashtra,soybean,43.83,46.37,29.82,6.49,679.83,28.53,0.627,2.057
Punjab,sugarcane,125.05,89.56,103.3,6.07,1699.49,25.38,2.203,105.963
Gujarat,maize,58.08,41.73,47.1,5.92,892.78,20.31,0.688,5.174
Nagaland,sugarcane,175.06,75.65,123.74,7.29,1197.72,22.9,1.599,80.705
Odisha,wheat,95.07,38.24,48.36,7.92,752.57,11.83,0.271,2.603
Meghalaya,maize,54.61,20.95,32.05,5.93,799.45,31.44,0.184,5.134
Tripura,mango,70.18,43.48,134.29,7.08,1541.73,26.64,0.297,24.293
Manipur,potato,193.5,75.43,196.54,5.74,666.61,20.67,1.595,36.249
Odisha,maize,60.48,28.07,20.03,7.45,1057.48,29.08,0.332,6.341
Punjab,millet,20.87,19.83,27.96,6.59,487.93,29.51,0.12,1.878
Meghalaya,mango,102.52,20.45,142.4,6.9,1137.77,22.98,0.574,18.648
Jharkhand,maize,87.89,41.65,45.45,6.36,516.8,26.76,0.181,4.872
Tamil Nadu,tomato,103.15,51.26,84.22,6.37,1288.21,21.88,1.668,62.323
Mizoram,mango,102.3,28.04,98.83,7.49,1184.4,32.67,1.056,18.714
Assam,rice,91.88,32.9,35.16,5.45,1288.83,26.4,0.41,5.825
Madhya Pradesh,tomato,84.17,55.71,125.16,6.36,993.11,25.18,2.702,40.991
Telangana,rice,71.15,35.48,59.4,6.79,1202.87,23.9,1.078,5.102
Andhra Pradesh,soybean,58.38,33.53,22.67,7.24,658.12,29.16,0.403,1.571
Goa,wheat,61.4,54.96,33.88,7.34,328.48,16.63,0.885,2.151
Meghalaya,soybean,31.38,40.25,24.96,7.33,505.55,26.45,0.63,1.847
Meghalaya,groundnut,44.73,24.28,44.24,6.85,842.3,27.59,0.458,3.352
Tamil Nadu,coffee,47.33,32.6,50.98,6.41,2506.41,28.08,0.714,1.784
Andhra Pradesh,wheat,98.97,33.62,37.83,7.98,391.48,18.9,0.267,4.181
Rajasthan,mango,83.9,43,139.93,6.94,798.55,23.68,0.484,12.534
Telangana,rice,74.07,30.91,52.51,6.36,1033.19,25.05,1.069,3.986
Manipur,mango,86.13,27.63,61.09,6.5,1064.7,22.01,0.895,22.279
Mizoram,potato,175.87,54.86,205.1,6.17,1425.64,19.47,1.649,45.191
Uttar Pradesh,mango,74.15,28.78,65.59,6.42,968.21,34.12,0.3,14.145
Rajasthan,millet,25.9,21.87,19.21,7.76,192.54,31.21,0.224,1.031
Uttarakhand,wheat,62.01,30.53,27.59,7.7,639.94,11.42,0.341,4.447
Bihar,coffee,64.29,29.16,52.67,5.68,1707.77,19.89,0.741,1.288
Jharkhand,mango,91.42,22.2,61.93,6.3,1243.92,32.94,0.724,12.297
Uttar Pradesh,sugarcane,169.43,64.16,115.16,6.69,1018.34,23.05,1.169,66.266
Sikkim,wheat,89.32,45.69,37.84,6.98,577.05,18.83,0.472,4.876
Odisha,tomato,135.92,43.6,113.32,6.79,784.06,29.07,1.495,16.831
Tripura,sugarcane,124.27,62.15,139.2,7.21,1540.46,20.85,1.944,91.858
Mizoram,mango,50.42,35.17,120.39,6.86,1615.48,20.88,0.742,13.262
Jharkhand,maize,63.25,28.59,46.96,6.64,477.23,25.11,0.211,2.686
Uttarakhand,cotton,64.33,31.94,61.73,7.41,555,26.09,2.321,1.815
Karnataka,coffee,49.21,21.69,38.72,6,2588.85,22.17,0.273,2.261
Punjab,maize,78.95,48.33,48.07,5.93,716.62,29.3,0.34,6.135
West Bengal,potato,172.94,97.17,138.07,5.32,919.59,13.95,1.531,19.368
Meghalaya,coffee,38.22,33.38,52.97,6.42,3003.3,26.72,0.647,2.55
Uttarakhand,cotton,96.65,57.14,66.09,6.49,409.94,31.17,1.451,1.119
Odisha,mango,119.51,28.32,51.07,5.71,824.62,21.84,0.781,15.125
Karnataka,wheat,95.52,42.98,40.59,6.91,615.74,23.27,0.294,3.571
Chhattisgarh,pulses,39.27,33.23,36.99,6.95,456.88,23.29,0.046,0.628
Jharkhand,pulses,23.29,22.94,35.82,6.37,581.27,26.72,0.197,1.102
Mizoram,sugarcane,142.79,51.33,89.33,6.08,795.84,23.64,2.419,64.98
Maharashtra,coffee,41.77,44.85,67.77,5.77,1167,24.92,0.953,2.04
Maharashtra,groundnut,36.54,36.55,64.04,7.44,906.93,29.27,0.562,1.87
Goa,wheat,63.42,42.99,29.13,7.94,567.84,10.4,0.275,4.062
Manipur,mango,55.64,40.14,124.29,6.38,825.05,32.85,0.326,21.463
Meghalaya,banana,202.78,44.78,304.06,6.66,2578.45,26.74,0.656,36.175
Nagaland,rice,75.24,58.02,43.77,5.98,1074.68,31.66,0.999,5.16
West Bengal,mango,58.16,48.27,104.31,6.25,1489.33,34.29,0.643,20.472
Chhattisgarh,wheat,69.78,59.93,34.28,6.48,326.99,13.31,0.779,2.17
